,keyword_source,full_name,html_url,create_date,update_date,pushed_date,language,stars,forks,watchers,open_issues,is_fork,topics,description,included_libraries,require_list,source_type,cluster,year,update_year,text
831,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",LukasHedegaard/datasetops,https://github.com/LukasHedegaard/datasetops,2020-02-25T08:56:59+00:00,2024-12-12T21:27:22+00:00,2022-10-19T07:09:35+00:00,Python,11.0,0.0,11.0,19.0,FALSE,"['dataset-combinations', 'data-science', 'multiple-datasets', 'pytorch', 'tensorflow', 'data-munging', 'data-wrangling', 'data-cleaning', 'data-processing', 'deep-learning', 'dataset']","Fluent dataset operations, compatible with your favorite libraries","numpy, pandas, pillow, scipy","['numpy', 'pandas', 'pillow', 'scipy']",setup,12,2020,2024,"Fluent dataset operations, compatible with your favorite libraries ['dataset-combinations', 'data-science', 'multiple-datasets', 'pytorch', 'tensorflow', 'data-munging', 'data-wrangling', 'data-cleaning', 'data-processing', 'deep-learning', 'dataset']"
832,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",CrawfordGroup/MLQM,https://github.com/CrawfordGroup/MLQM,2020-02-25T18:34:26+00:00,2024-10-05T01:46:43+00:00,2020-09-17T18:39:18+00:00,Python,10.0,4.0,10.0,3.0,FALSE,[],Machine-learning quantum mechanics,"numpy, scikit-learn","['numpy', 'scikit-learn']",setup,0,2020,2024,Machine-learning quantum mechanics []
833,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",zalandoresearch/pytorch-ts,https://github.com/zalandoresearch/pytorch-ts,2020-03-16T16:47:08+00:00,2025-05-20T11:10:48+00:00,2024-06-14T10:33:12+00:00,Python,1307.0,198.0,1307.0,102.0,FALSE,"['pytorch', 'time-series', 'probabilistic', 'deepar', 'lstnet', 'n-beats']",PyTorch based Probabilistic Time Series forecasting framework based on GluonTS backend,"numpy, pandas, scipy, tensorboard, torch, tqdm","['gluonts', 'holidays', 'matplotlib', 'numpy', 'pandas', 'scipy', 'tensorboard', 'torch', 'tqdm']",setup,10,2020,2025,"PyTorch based Probabilistic Time Series forecasting framework based on GluonTS backend ['pytorch', 'time-series', 'probabilistic', 'deepar', 'lstnet', 'n-beats']"
834,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",thieu1995/mealpy,https://github.com/thieu1995/mealpy,2020-03-16T10:16:54+00:00,2025-05-21T01:02:05+00:00,2024-09-03T21:46:52+00:00,Python,1016.0,206.0,1016.0,22.0,FALSE,"['genetic-algorithm', 'particle-swarm-optimization', 'whale-optimization', 'grey-wolf-optimizer', 'harris-hawks-optimization', 'differential-evolution', 'harris-hawks-optimizationg', 'henry-gas-solubility-optimization', 'arithmetic-optimization-algorithm', 'equilibrium-optimizer', 'slime-mould-algorithm', 'hunger-games-search', 'bio-inspired-optimization', 'nature-inspired-algorithms', 'swarm-intelligence', 'location-optimization', 'production-planning', 'schedule-optimization', 'supply-chain-optimization', 'metaheuristics']",A Collection Of The State-of-the-art Metaheuristic Algorithms In Python (Metaheuristic/Optimizer/Nature-inspired/Biology),"numpy, opfunu, pandas, scipy","['flake8', 'matplotlib', 'numpy', 'opfunu', 'pandas', 'pytest', 'pytest-cov', 'scipy']",both,12,2020,2025,"A Collection Of The State-of-the-art Metaheuristic Algorithms In Python (Metaheuristic/Optimizer/Nature-inspired/Biology) ['genetic-algorithm', 'particle-swarm-optimization', 'whale-optimization', 'grey-wolf-optimizer', 'harris-hawks-optimization', 'differential-evolution', 'harris-hawks-optimizationg', 'henry-gas-solubility-optimization', 'arithmetic-optimization-algorithm', 'equilibrium-optimizer', 'slime-mould-algorithm', 'hunger-games-search', 'bio-inspired-optimization', 'nature-inspired-algorithms', 'swarm-intelligence', 'location-optimization', 'production-planning', 'schedule-optimization', 'supply-chain-optimization', 'metaheuristics']"
835,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",hasanirtiza/Pedestron,https://github.com/hasanirtiza/Pedestron,2020-03-15T05:52:52+00:00,2025-04-11T07:39:55+00:00,2024-12-04T09:46:37+00:00,Python,701.0,157.0,701.0,0.0,FALSE,"['pedestrian-detection', 'autonomous-driving', 'citypersons', 'caltech', 'eurocity-persons', 'retinanet', 'cascade-rcnn', 'faster-rcnn', 'benchmarking', 'datasets-preparation', 'crowdhuman', 'wider-person', 'widerface', 'mmdetection', 'detectron', 'pedestrian-detection-datasets', 'detectors', 'datasets-preprocessing']",[Pedestron] Generalizable Pedestrian Detection: The Elephant In The Room. @ CVPR2021,"numpy, pycocotools, six, terminaltables, torch","['matplotlib', 'mmcv', 'numpy', 'pycocotools', 'six', 'terminaltables', 'torch']",setup,3,2020,2025,"[Pedestron] Generalizable Pedestrian Detection: The Elephant In The Room. @ CVPR2021 ['pedestrian-detection', 'autonomous-driving', 'citypersons', 'caltech', 'eurocity-persons', 'retinanet', 'cascade-rcnn', 'faster-rcnn', 'benchmarking', 'datasets-preparation', 'crowdhuman', 'wider-person', 'widerface', 'mmdetection', 'detectron', 'pedestrian-detection-datasets', 'detectors', 'datasets-preprocessing']"
836,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",kwotsin/mimicry,https://github.com/kwotsin/mimicry,2020-03-31T18:35:55+00:00,2025-05-19T21:34:11+00:00,2022-08-07T18:28:05+00:00,Python,609.0,62.0,609.0,12.0,FALSE,"['generative-adversarial-networks', 'gans', 'reproducibility', 'pytorch', 'generative-models', 'machine-learning', 'gan', 'sngan', 'sngan-projection', 'wgan-gp', 'ssgan', 'dcgan', 'infomax-gan', 'cgan', 'cvpr', 'python', 'cvpr2020', 'cvpr20']",[CVPR 2020 Workshop] A PyTorch GAN library that reproduces research results for popular GANs.,"future, lmdb, numpy, pandas, pillow, pytest, pytest-cov, requests, scikit-image, scikit-learn, scipy, six, tensorflow, torch, torchvision","['future', 'lmdb', 'matplotlib', 'numpy', 'pandas', 'pillow', 'psutil', 'pytest', 'pytest-cov', 'requests', 'scikit-image', 'scikit-learn', 'scipy', 'six', 'tensorflow', 'torch', 'torchvision', 'yapf']",both,5,2020,2025,"[CVPR 2020 Workshop] A PyTorch GAN library that reproduces research results for popular GANs. ['generative-adversarial-networks', 'gans', 'reproducibility', 'pytorch', 'generative-models', 'machine-learning', 'gan', 'sngan', 'sngan-projection', 'wgan-gp', 'ssgan', 'dcgan', 'infomax-gan', 'cgan', 'cvpr', 'python', 'cvpr2020', 'cvpr20']"
837,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",MVIG-SJTU/AlphAction,https://github.com/MVIG-SJTU/AlphAction,2020-03-17T13:41:21+00:00,2025-05-12T06:18:27+00:00,2022-05-21T10:06:24+00:00,Python,421.0,76.0,421.0,41.0,FALSE,"['action-detection', 'spatio-temporal-action-localization', 'alphaction', 'alpha-action', 'action-recognition', 'state-of-the-art', 'pytorch', 'torch', 'gpu', 'ava', 'demo-video', 'ava-dataset', 'model-zoo']",Spatio-Temporal Action Localization System,"cython-bbox, easydict, opencv-python, scipy, tensorboardx, tqdm, yacs","['cython-bbox', 'easydict', 'matplotlib', 'opencv-python', 'scipy', 'tensorboardx', 'tqdm', 'yacs']",setup,3,2020,2025,"Spatio-Temporal Action Localization System ['action-detection', 'spatio-temporal-action-localization', 'alphaction', 'alpha-action', 'action-recognition', 'state-of-the-art', 'pytorch', 'torch', 'gpu', 'ava', 'demo-video', 'ava-dataset', 'model-zoo']"
838,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",decisionforce/TPN,https://github.com/decisionforce/TPN,2020-03-13T05:52:52+00:00,2025-05-13T18:55:17+00:00,2021-01-12T09:25:35+00:00,Python,393.0,54.0,393.0,15.0,FALSE,[],[CVPR 2020] Temporal Pyramid Network for Action Recognition,"joblib, lmdb, numpy, scikit-learn, scipy, terminaltables","['joblib', 'lmdb', 'mmcv', 'numpy', 'scikit-learn', 'scipy', 'terminaltables']",setup,3,2020,2025,[CVPR 2020] Temporal Pyramid Network for Action Recognition []
839,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",Megvii-BaseDetection/DynamicRouting,https://github.com/Megvii-BaseDetection/DynamicRouting,2020-03-23T15:14:51+00:00,2025-03-24T06:57:08+00:00,2021-06-09T07:08:09+00:00,Python,376.0,45.0,376.0,5.0,FALSE,[],Learning Dynamic Routing for Semantic Segmentation,"cloudpickle, easydict, imagesize, pillow, portalocker, pycocotools, shapely, tabulate, tensorboard, termcolor, tqdm","['cloudpickle', 'easydict', 'imagesize', 'matplotlib', 'pillow', 'portalocker', 'pycocotools', 'shapely', 'tabulate', 'tensorboard', 'termcolor', 'tqdm']",setup,3,2020,2025,Learning Dynamic Routing for Semantic Segmentation []
840,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",jonathanking/sidechainnet,https://github.com/jonathanking/sidechainnet,2020-03-12T20:03:01+00:00,2025-05-14T14:42:06+00:00,2024-03-16T22:34:09+00:00,Python,351.0,38.0,351.0,7.0,FALSE,"['machine-learning', 'structural-biology', 'protein-structure', 'deep-learning', 'dataset']",An all-atom protein structure dataset for machine learning.,"biopython, numpy, pandas, py3dmol, requests, scipy, setuptools, torch, tqdm","['biopython', 'numpy', 'pandas', 'prody', 'py3dmol', 'requests', 'scipy', 'setuptools', 'torch', 'tqdm']",setup,7,2020,2025,"An all-atom protein structure dataset for machine learning. ['machine-learning', 'structural-biology', 'protein-structure', 'deep-learning', 'dataset']"
841,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",cherubicXN/hawp,https://github.com/cherubicXN/hawp,2020-03-16T15:51:02+00:00,2025-05-13T02:45:08+00:00,2024-02-26T03:46:40+00:00,Python,328.0,57.0,328.0,20.0,FALSE,"['cvpr2020', 'wireframe', 'lsd', 'deep']",Holistically-Attracted Wireframe Parsing [TPAMI'23] & [CVPR' 20],"cython, easydict, h5py, opencv-python, python-json-logger, scikit-image, seaborn, shapely, torch, torchvision, tqdm, yacs","['cython', 'easydict', 'h5py', 'matplotlib', 'opencv-python', 'python-json-logger', 'scikit-image', 'seaborn', 'shapely', 'torch', 'torchvision', 'tqdm', 'yacs']",setup,3,2020,2025,"Holistically-Attracted Wireframe Parsing [TPAMI'23] & [CVPR' 20]  ['cvpr2020', 'wireframe', 'lsd', 'deep']"
842,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",ChrisWaites/jax-flows,https://github.com/ChrisWaites/jax-flows,2020-03-23T02:42:43+00:00,2025-05-19T12:09:34+00:00,2023-06-18T17:13:40+00:00,Python,284.0,18.0,284.0,10.0,FALSE,[],Normalizing Flows in JAX 🌊,"jax, numpy, scipy, sklearn","['jax', 'jaxlib', 'jupyter', 'jupyter-client', 'jupyter-console', 'jupyter-core', 'matplotlib', 'numpy', 'scikit-learn', 'scipy', 'seaborn', 'sklearn', 'tqdm']",both,11,2020,2025,Normalizing Flows in JAX 🌊 []
843,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",Total-RD/pymgrid,https://github.com/Total-RD/pymgrid,2020-03-18T23:37:39+00:00,2025-05-21T07:47:10+00:00,2023-09-08T19:05:43+00:00,Python,186.0,70.0,186.0,6.0,FALSE,"['microgrid', 'reinforcement-learning', 'control', 'energy-management-systems', 'microgrid-model']",pymgrid is a python library to generate and simulate a large number of microgrids.,"cvxpy, gym, numpy, pandas, plotly, pyyaml, statsmodels, tqdm","['cufflinks', 'cvxpy', 'gym', 'matplotlib', 'numpy', 'pandas', 'plotly', 'pyyaml', 'scipy', 'statsmodels', 'tqdm']",both,15,2020,2025,"pymgrid is a python library to generate and simulate a large number of microgrids. ['microgrid', 'reinforcement-learning', 'control', 'energy-management-systems', 'microgrid-model']"
844,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",PengBoXiangShang/torchsketch,https://github.com/PengBoXiangShang/torchsketch,2020-03-10T06:55:12+00:00,2025-02-27T07:28:51+00:00,2020-10-11T15:57:28+00:00,Python,183.0,21.0,183.0,1.0,FALSE,"['sketch', 'deep-learning', 'pytorch', 'cnn', 'rnn', 'gnn', 'tcn']",TPAMI 2022,"cairosvg, gdown, imageio, numpy, patool, pdf2image, pillow, pyfiglet, pyunpack, scipy, torch, torchvision","['cairosvg', 'gdown', 'imageio', 'numpy', 'patool', 'pdf2image', 'pillow', 'pyfiglet', 'pyunpack', 'scipy', 'torch', 'torchnet', 'torchvision', 'wget']",both,5,2020,2025,"TPAMI 2022 ['sketch', 'deep-learning', 'pytorch', 'cnn', 'rnn', 'gnn', 'tcn']"
845,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",majianthu/pycopent,https://github.com/majianthu/pycopent,2020-03-30T09:54:32+00:00,2025-04-20T13:50:58+00:00,2024-10-02T22:35:47+00:00,Python,163.0,33.0,163.0,0.0,FALSE,"['copula-entropy', 'mutual-information', 'causal-discovery', 'variable-selection', 'granger-causality', 'transfer-entropy', 'correlation', 'normality-test', 'information-theory', 'causality', 'python', 'copula', 'hypothesis-testing', 'two-sample-test', 'conditional-independence-test', 'conditional-mutual-information', 'change-point-detection', 'entropy', 'change-detection', 'changepoint']","Estimating Copula Entropy (Mutual Information), Transfer Entropy (Conditional Mutual Information), and the statistics for multivariate normality test and two-sample test, and change point detection in Python","numpy, scipy","['numpy', 'scipy']",setup,0,2020,2025,"Estimating Copula Entropy (Mutual Information), Transfer Entropy (Conditional Mutual Information), and the statistics for multivariate normality test and two-sample test, and change point detection in Python ['copula-entropy', 'mutual-information', 'causal-discovery', 'variable-selection', 'granger-causality', 'transfer-entropy', 'correlation', 'normality-test', 'information-theory', 'causality', 'python', 'copula', 'hypothesis-testing', 'two-sample-test', 'conditional-independence-test', 'conditional-mutual-information', 'change-point-detection', 'entropy', 'change-detection', 'changepoint']"
846,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",CompVis/iin,https://github.com/CompVis/iin,2020-03-30T22:55:36+00:00,2025-03-28T13:18:42+00:00,2021-05-12T08:08:12+00:00,Python,122.0,16.0,122.0,10.0,FALSE,[],A Disentangling Invertible Interpretation Network,"numpy, scipy, torch, torchvision","['numpy', 'scipy', 'torch', 'torchvision']",setup,0,2020,2025,A Disentangling Invertible Interpretation Network []
847,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",anguelos/tormentor,https://github.com/anguelos/tormentor,2020-03-06T02:59:03+00:00,2025-04-15T04:36:20+00:00,2023-12-03T19:21:11+00:00,Python,119.0,4.0,119.0,1.0,FALSE,[],Pytorch augmentation,"torch, torchvision","['fargv', 'kornia', 'matplotlib', 'torch', 'torchvision']",setup,5,2020,2025,Pytorch augmentation []
848,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",hh23333/PVPM,https://github.com/hh23333/PVPM,2020-03-07T10:21:40+00:00,2025-03-14T06:23:31+00:00,2024-05-29T02:57:47+00:00,Python,113.0,26.0,113.0,9.0,FALSE,[],PyTorch code for CVPR'2020 paper “Pose-guided Visible Part Matching for Occluded Person ReID”,"cython, h5py, numpy, pillow, scipy, six, torch, torchvision","['cython', 'h5py', 'numpy', 'pillow', 'scipy', 'six', 'torch', 'torchvision']",both,3,2020,2025,PyTorch code for CVPR'2020 paper “Pose-guided Visible Part Matching for Occluded Person ReID” []
849,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",doccano/doccano-transformer,https://github.com/doccano/doccano-transformer,2020-03-29T10:32:42+00:00,2025-04-09T05:27:29+00:00,2023-04-18T15:54:11+00:00,Python,106.0,33.0,106.0,19.0,FALSE,"['conll', 'annotation', 'dataset', 'machine-learning', 'natural-language-processing', 'doccano']",The official tool for transforming doccano format into common dataset formats.,"importlib-metadata, spacy","['importlib-metadata', 'spacy']",setup,6,2020,2025,"The official tool for transforming doccano format into common dataset formats. ['conll', 'annotation', 'dataset', 'machine-learning', 'natural-language-processing', 'doccano']"
850,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",Ibotta/mr_uplift,https://github.com/Ibotta/mr_uplift,2020-03-31T22:09:37+00:00,2025-04-17T11:47:46+00:00,2025-04-26T12:10:49+00:00,Python,68.0,9.0,68.0,2.0,FALSE,[],Multiple Response Uplift (or heterogeneous treatment effects) package that builds and evaluates tradeoffs with multiple treatments and multiple responses,"dill, keras, numpy, pandas, sklearn, tensorflow","['dill', 'keras', 'numpy', 'pandas', 'sklearn', 'tensorflow']",setup,0,2020,2025,Multiple Response Uplift (or heterogeneous treatment effects) package that builds and evaluates tradeoffs with multiple treatments and multiple responses []
851,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",biomedia-mira/blast-ct,https://github.com/biomedia-mira/blast-ct,2020-03-10T09:47:00+00:00,2025-03-01T15:24:52+00:00,2023-04-21T10:44:01+00:00,Python,64.0,31.0,64.0,1.0,FALSE,[],Brain Lesion Analysis and Segmentation Tool for Computed Tomography,"numpy, pandas, scipy, simpleitk, tensorboard, torch","['numpy', 'pandas', 'scipy', 'simpleitk', 'tensorboard', 'torch']",both,7,2020,2025,Brain Lesion Analysis and Segmentation Tool for Computed Tomography []
